em_KEGG_ko,kegg_pathway_id,Overview_category,pathway_name
K27984,ko00945,Biosynthesis of other secondary metabolites,"Stilbenoid, diarylheptanoid and gingerol biosynthesis"
K05349,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K05350,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K05989,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K22906,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26069,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26070,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26071,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26172,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26173,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26174,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26175,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26176,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26177,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26178,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26179,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26180,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26181,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26182,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26183,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26184,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K26185,ko00946,Biosynthesis of other secondary metabolites,Degradation of flavonoids
K00274,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00276,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00307,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00422,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00501,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00505,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00811,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00812,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00813,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00815,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00832,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00838,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K01592,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K01593,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K01742,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K01828,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K03334,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K03378,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K11358,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13371,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13372,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13382,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13383,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13384,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13385,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13386,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13387,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13389,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13390,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13391,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13392,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13393,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13394,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13395,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13396,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13397,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K13398,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K14454,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K14455,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K14975,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K14976,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K15849,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K20621,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K21070,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K21208,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K21311,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K21580,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K21692,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K21693,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22088,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22089,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22090,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22091,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22092,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22093,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22094,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22095,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22096,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22097,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22098,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K22327,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K23157,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K23158,ko00950,Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis
K00276,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K00808,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K00811,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K00812,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K00813,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K00815,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K00817,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K00832,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K00838,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K01582,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K05353,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K05354,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K05821,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K08081,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K11358,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K12692,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K13607,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K13608,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K13609,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K13610,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K14454,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K14455,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K15849,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K18606,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K19064,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K19651,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K19743,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
K25580,ko00960,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis"
